filename	event_labels
URBAN-SED/audio/train/soundscape_train_bimodal1135.wav	engine_idling,engine_idling,dog_bark,dog_bark,jackhammer,car_horn
URBAN-SED/audio/train/soundscape_train_bimodal1136.wav	air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1137.wav	children_playing,children_playing,jackhammer,gun_shot,children_playing,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1138.wav	car_horn,car_horn,air_conditioner,engine_idling,siren
URBAN-SED/audio/train/soundscape_train_bimodal1139.wav	gun_shot,dog_bark,dog_bark,children_playing,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal114.wav	dog_bark,siren,jackhammer,street_music,drilling,siren
URBAN-SED/audio/train/soundscape_train_bimodal1140.wav	dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1141.wav	siren,engine_idling,siren,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1142.wav	gun_shot,children_playing,drilling,drilling
URBAN-SED/audio/train/soundscape_train_bimodal1143.wav	street_music,street_music,dog_bark,children_playing
URBAN-SED/audio/train/soundscape_train_bimodal1144.wav	children_playing,dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1145.wav	engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1146.wav	gun_shot,engine_idling,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1147.wav	children_playing,jackhammer,engine_idling,engine_idling,jackhammer,gun_shot,street_music,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1148.wav	dog_bark,children_playing,car_horn,air_conditioner,engine_idling,drilling
URBAN-SED/audio/train/soundscape_train_bimodal1149.wav	street_music,street_music,car_horn,street_music
URBAN-SED/audio/train/soundscape_train_bimodal115.wav	siren,drilling,siren,engine_idling,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1150.wav	street_music
URBAN-SED/audio/train/soundscape_train_bimodal1151.wav	jackhammer,car_horn,air_conditioner,street_music,dog_bark,engine_idling,siren
URBAN-SED/audio/train/soundscape_train_bimodal1152.wav	drilling,siren,siren,dog_bark,children_playing,siren,gun_shot,dog_bark,siren
URBAN-SED/audio/train/soundscape_train_bimodal1153.wav	car_horn,car_horn,engine_idling,dog_bark,jackhammer,jackhammer,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1154.wav	drilling,children_playing
URBAN-SED/audio/train/soundscape_train_bimodal1155.wav	gun_shot,jackhammer,jackhammer,engine_idling,dog_bark,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1156.wav	car_horn,siren,children_playing,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1157.wav	air_conditioner,car_horn,street_music,air_conditioner,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1158.wav	car_horn,engine_idling,siren
URBAN-SED/audio/train/soundscape_train_bimodal1159.wav	engine_idling,children_playing,children_playing
URBAN-SED/audio/train/soundscape_train_bimodal116.wav	gun_shot,car_horn,drilling,car_horn,dog_bark,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1160.wav	engine_idling,gun_shot,car_horn,air_conditioner,car_horn,children_playing,dog_bark,children_playing,siren
URBAN-SED/audio/train/soundscape_train_bimodal1161.wav	jackhammer,dog_bark,car_horn,dog_bark,dog_bark,jackhammer,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1162.wav	jackhammer,gun_shot,dog_bark,dog_bark,dog_bark,siren,drilling,drilling
URBAN-SED/audio/train/soundscape_train_bimodal1163.wav	drilling,air_conditioner,street_music,engine_idling,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1164.wav	drilling
URBAN-SED/audio/train/soundscape_train_bimodal1165.wav	engine_idling,siren,dog_bark,drilling,drilling
URBAN-SED/audio/train/soundscape_train_bimodal1166.wav	street_music,drilling,siren
URBAN-SED/audio/train/soundscape_train_bimodal1167.wav	siren
URBAN-SED/audio/train/soundscape_train_bimodal1168.wav	air_conditioner,siren,drilling,dog_bark,air_conditioner,siren,air_conditioner,air_conditioner,siren
URBAN-SED/audio/train/soundscape_train_bimodal1169.wav	street_music
URBAN-SED/audio/train/soundscape_train_bimodal117.wav	air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1170.wav	siren,dog_bark,siren,siren,car_horn,air_conditioner,children_playing,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1171.wav	children_playing,street_music,air_conditioner,dog_bark,dog_bark,dog_bark,engine_idling,air_conditioner,gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1172.wav	dog_bark,children_playing,drilling,street_music,jackhammer,car_horn,car_horn,car_horn,children_playing
URBAN-SED/audio/train/soundscape_train_bimodal1173.wav	street_music,siren,children_playing,car_horn,children_playing,air_conditioner,dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1174.wav	children_playing,jackhammer,air_conditioner,street_music,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1175.wav	jackhammer,engine_idling,siren,air_conditioner,gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1176.wav	gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1177.wav	engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1178.wav	car_horn,siren,children_playing,air_conditioner,drilling,children_playing,children_playing,engine_idling,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1179.wav	drilling,engine_idling,car_horn,siren
URBAN-SED/audio/train/soundscape_train_bimodal118.wav	dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1180.wav	dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1181.wav	car_horn,engine_idling,dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1182.wav	children_playing,siren,air_conditioner,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1183.wav	air_conditioner,drilling,car_horn,car_horn,car_horn,street_music,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1184.wav	car_horn,engine_idling,siren,gun_shot,air_conditioner,engine_idling,jackhammer,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1185.wav	engine_idling,gun_shot,street_music,engine_idling,air_conditioner,air_conditioner,siren,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1186.wav	engine_idling,drilling,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1187.wav	air_conditioner,siren
URBAN-SED/audio/train/soundscape_train_bimodal1188.wav	gun_shot,drilling,street_music,street_music,siren,street_music,engine_idling,drilling,car_horn
URBAN-SED/audio/train/soundscape_train_bimodal1189.wav	children_playing,car_horn,engine_idling,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal119.wav	jackhammer,drilling,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1190.wav	air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1191.wav	car_horn,drilling,car_horn,air_conditioner,car_horn,gun_shot,air_conditioner,gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1192.wav	gun_shot,drilling,street_music,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1193.wav	car_horn,engine_idling,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1194.wav	jackhammer,drilling,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1195.wav	siren,air_conditioner,drilling,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1196.wav	dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1197.wav	engine_idling,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1198.wav	car_horn,drilling,siren,street_music,gun_shot,gun_shot,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1199.wav	gun_shot,street_music,dog_bark,jackhammer,air_conditioner,dog_bark,gun_shot,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal12.wav	engine_idling,engine_idling,dog_bark,drilling,drilling,dog_bark,street_music
URBAN-SED/audio/train/soundscape_train_bimodal120.wav	children_playing,siren,dog_bark,car_horn,car_horn
URBAN-SED/audio/train/soundscape_train_bimodal1200.wav	children_playing,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1201.wav	gun_shot,jackhammer,gun_shot,street_music,jackhammer,drilling,siren,siren,gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1202.wav	children_playing,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1203.wav	car_horn,air_conditioner,street_music,air_conditioner,engine_idling,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1204.wav	street_music,street_music,children_playing,gun_shot,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1205.wav	dog_bark,car_horn
URBAN-SED/audio/train/soundscape_train_bimodal1206.wav	children_playing,siren,drilling,car_horn,gun_shot,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1207.wav	gun_shot,dog_bark,street_music,air_conditioner,jackhammer,car_horn,drilling,siren
URBAN-SED/audio/train/soundscape_train_bimodal1208.wav	jackhammer,jackhammer,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1209.wav	jackhammer,dog_bark,car_horn,dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal121.wav	drilling
URBAN-SED/audio/train/soundscape_train_bimodal1210.wav	dog_bark,siren
URBAN-SED/audio/train/soundscape_train_bimodal1211.wav	jackhammer,street_music,street_music,street_music,children_playing,dog_bark,car_horn,siren
URBAN-SED/audio/train/soundscape_train_bimodal1212.wav	dog_bark,dog_bark,drilling,gun_shot,engine_idling,car_horn,gun_shot,gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1213.wav	drilling,children_playing,gun_shot,siren,car_horn,air_conditioner
URBAN-SED/audio/train/soundscape_train_bimodal1214.wav	engine_idling,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1215.wav	jackhammer,car_horn,engine_idling,engine_idling,dog_bark,car_horn,street_music,engine_idling
URBAN-SED/audio/train/soundscape_train_bimodal1216.wav	car_horn,children_playing,street_music,drilling,air_conditioner,air_conditioner,siren,drilling,street_music
URBAN-SED/audio/train/soundscape_train_bimodal1217.wav	siren,gun_shot,air_conditioner,car_horn,car_horn
URBAN-SED/audio/train/soundscape_train_bimodal1218.wav	gun_shot,children_playing,drilling,gun_shot,car_horn,jackhammer,children_playing,siren,gun_shot
URBAN-SED/audio/train/soundscape_train_bimodal1219.wav	street_music,jackhammer,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal122.wav	siren,siren,jackhammer,jackhammer
URBAN-SED/audio/train/soundscape_train_bimodal1220.wav	gun_shot,drilling,children_playing,dog_bark
URBAN-SED/audio/train/soundscape_train_bimodal1221.wav	children_playing,drilling,siren,drilling
URBAN-SED/audio/train/soundscape_train_bimodal1222.wav	children_playing
URBAN-SED/audio/train/soundscape_train_bimodal1223.wav	gun_shot,air_conditioner,children_playing,car_horn
URBAN-SED/audio/train/soundscape_train_bimodal1224.wav	air_conditioner,dog_bark,street_music,gun_shot,jackhammer,gun_shot,jackhammer,street_music,children_playing
URBAN-SED/audio/train/soundscape_train_bimodal1225.wav	air_conditioner
